detections,attack,application,category,threatType,severity,risk,region
1,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,flash,code-execution,exploit,critical,threat,americas
1,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,ftp,code-execution,exploit,critical,threat,americas
4,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,ftp,code-execution,exploit,critical,threat,asiapacific
1,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,gmail-base,code-execution,exploit,critical,threat,americas
3,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,horde,code-execution,exploit,critical,threat,americas
16,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,hotmail,code-execution,exploit,critical,threat,americas
2,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,hotmail,code-execution,exploit,critical,threat,asiapacific
9,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,hotmail,code-execution,exploit,critical,threat,europe
2,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,http-proxy,code-execution,exploit,critical,threat,europe
1,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,imap,code-execution,exploit,critical,threat,asiapacific
8,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,imap,code-execution,exploit,critical,threat,europe
1,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,lotus-notes-base,code-execution,exploit,critical,threat,asiapacific
6,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,ms-ds-smb,code-execution,exploit,critical,threat,americas
1,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,ms-ds-smb,code-execution,exploit,critical,threat,europe
9,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,ms-ds-smb,code-execution,exploit,critical,threat,japan
1,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,pop3,code-execution,exploit,critical,threat,americas
16,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,pop3,code-execution,exploit,critical,threat,asiapacific
62,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,pop3,code-execution,exploit,critical,threat,europe
4,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,pop3,code-execution,exploit,critical,threat,japan
1,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,sharepoint-base,code-execution,exploit,critical,threat,asiapacific
26,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,smtp,code-execution,exploit,critical,threat,americas
120,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,smtp,code-execution,exploit,critical,threat,asiapacific
52,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,smtp,code-execution,exploit,critical,threat,europe
6,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,smtp,code-execution,exploit,critical,threat,japan
35,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,critical,threat,americas
289,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,critical,threat,asiapacific
34,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,critical,threat,europe
13,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,web-crawler,code-execution,exploit,critical,threat,americas
23,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,web-crawler,code-execution,exploit,critical,threat,asiapacific
6,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,web-crawler,code-execution,exploit,critical,threat,europe
10,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,yahoo-mail,code-execution,exploit,critical,threat,americas
3,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,yahoo-mail,code-execution,exploit,critical,threat,asiapacific
20,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,0,code-execution,exploit,critical,threat,americas
410,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,0,code-execution,exploit,critical,threat,asiapacific
40,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,0,code-execution,exploit,critical,threat,europe
6,Microsoft PowerPoint Picture Index Remote Code Execution Vulnerability,0,code-execution,exploit,critical,threat,japan
1,Microsoft PowerPoint Picture Index Variant Remote Code Execution Vulnerability,imap,code-execution,exploit,critical,threat,asiapacific
1,Microsoft PowerPoint Picture Index Variant Remote Code Execution Vulnerability,pop3,code-execution,exploit,critical,threat,asiapacific
1,Microsoft PowerPoint Picture Index Variant Remote Code Execution Vulnerability,smtp,code-execution,exploit,critical,threat,asiapacific
1,Microsoft PowerPoint PPT File Parsing Memory Corruption,ftp,code-execution,exploit,high,threat,europe
1,Microsoft PowerPoint PPT File Parsing Memory Corruption,http-proxy,code-execution,exploit,high,threat,europe
8,Microsoft PowerPoint PPT File Parsing Memory Corruption,imap,code-execution,exploit,high,threat,americas
4,Microsoft PowerPoint PPT File Parsing Memory Corruption,ms-ds-smb,code-execution,exploit,high,threat,americas
17,Microsoft PowerPoint PPT File Parsing Memory Corruption,smtp,code-execution,exploit,high,threat,americas
4,Microsoft PowerPoint PPT File Parsing Memory Corruption,smtp,code-execution,exploit,high,threat,asiapacific
24,Microsoft PowerPoint PPT File Parsing Memory Corruption,smtp,code-execution,exploit,high,threat,europe
14,Microsoft PowerPoint PPT File Parsing Memory Corruption,web-browsing,code-execution,exploit,high,threat,americas
7,Microsoft PowerPoint PPT File Parsing Memory Corruption,web-browsing,code-execution,exploit,high,threat,asiapacific
4,Microsoft PowerPoint PPT File Parsing Memory Corruption,web-browsing,code-execution,exploit,high,threat,europe
11,Microsoft PowerPoint PPT File Parsing Memory Corruption,web-crawler,code-execution,exploit,high,threat,americas
1,Microsoft PowerPoint PPT File Parsing Memory Corruption,web-crawler,code-execution,exploit,high,threat,europe
1,Microsoft PowerPoint PPT File Parsing Memory Corruption,yahoo-mail,code-execution,exploit,high,threat,americas
3,Microsoft PowerPoint PPT File Parsing Memory Corruption,yahoo-mail,code-execution,exploit,high,threat,asiapacific
1,Microsoft Publisher Heap Overrun in pubconv.dll Vulnerability,smtp,code-execution,exploit,high,threat,americas
1,Microsoft Publisher Invalid Memory Reference Remote Code Execution Vulnerability,hotmail,code-execution,exploit,critical,threat,europe
511,Microsoft Publisher Invalid Memory Reference Remote Code Execution Vulnerability,smtp,code-execution,exploit,critical,threat,americas
3031,Microsoft Publisher Invalid Memory Reference Remote Code Execution Vulnerability,smtp,code-execution,exploit,critical,threat,asiapacific
3,Microsoft Publisher Invalid Memory Reference Remote Code Execution Vulnerability,smtp,code-execution,exploit,critical,threat,europe
2,Microsoft Publisher Invalid Memory Reference Remote Code Execution Vulnerability,smtp,code-execution,exploit,critical,threat,japan
3,Microsoft Publisher Invalid Memory Reference Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,critical,threat,americas
2,Microsoft Publisher Invalid Memory Reference Remote Code Execution Vulnerability,web-crawler,code-execution,exploit,critical,threat,americas
1,Microsoft Publisher Invalid Memory Reference Remote Code Execution Vulnerability,web-crawler,code-execution,exploit,critical,threat,asiapacific
6,Microsoft Publisher Invalid Memory Reference Remote Code Execution Vulnerability,yahoo-mail,code-execution,exploit,critical,threat,americas
20,Microsoft Publisher Invalid Memory Reference Remote Code Execution Vulnerability,zimbra,code-execution,exploit,critical,threat,europe
3,Microsoft Publisher Memory Index Code Execution Vulnerability,hotmail,code-execution,exploit,critical,threat,americas
12,Microsoft Publisher Memory Index Code Execution Vulnerability,hotmail,code-execution,exploit,critical,threat,europe
7,Microsoft Publisher Memory Index Code Execution Vulnerability,naver-mail,code-execution,exploit,critical,threat,asiapacific
4,Microsoft Publisher Memory Index Code Execution Vulnerability,pop3,code-execution,exploit,critical,threat,americas
3,Microsoft Publisher Memory Index Code Execution Vulnerability,sharepoint-documents,code-execution,exploit,critical,threat,americas
696,Microsoft Publisher Memory Index Code Execution Vulnerability,smtp,code-execution,exploit,critical,threat,americas
2,Microsoft Publisher Memory Index Code Execution Vulnerability,smtp,code-execution,exploit,critical,threat,europe
2,Microsoft Publisher Memory Index Code Execution Vulnerability,squirrelmail,code-execution,exploit,critical,threat,asiapacific
7,Microsoft Publisher Memory Index Code Execution Vulnerability,web-browsing,code-execution,exploit,critical,threat,americas
2,Microsoft Publisher Memory Index Code Execution Vulnerability,web-browsing,code-execution,exploit,critical,threat,asiapacific
56,Microsoft Publisher Memory Index Code Execution Vulnerability,web-crawler,code-execution,exploit,critical,threat,americas
34,Microsoft Publisher Memory Index Code Execution Vulnerability,yahoo-mail,code-execution,exploit,critical,threat,americas
2,Microsoft Publisher Memory Index Code Execution Vulnerability,yahoo-mail,code-execution,exploit,critical,threat,asiapacific
1,Microsoft Publisher Memory Index Code Execution Vulnerability,yahoo-mail,code-execution,exploit,critical,threat,europe
1,Microsoft Publisher Memory Index Code Execution Vulnerability,0,code-execution,exploit,critical,threat,americas
9,Microsoft Report Viewer Control Cross Site Scripting Vulnerability,soap,code-execution,exploit,high,threat,asiapacific
489,Microsoft Report Viewer Control Cross Site Scripting Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
2,Microsoft Report Viewer Control Cross Site Scripting Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
52690,Microsoft Report Viewer Control Cross Site Scripting Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
1,Microsoft Report Viewer Control Cross Site Scripting Vulnerability,0,code-execution,exploit,high,threat,americas
36,Microsoft RTF File Heap Overflow Vulnerability,blackboard,code-execution,exploit,critical,threat,asiapacific
2,Microsoft RTF File Heap Overflow Vulnerability,http-proxy,code-execution,exploit,critical,threat,europe
1,Microsoft RTF File Heap Overflow Vulnerability,ms-ds-smb,code-execution,exploit,critical,threat,asiapacific
6,Microsoft RTF File Heap Overflow Vulnerability,pop3,code-execution,exploit,critical,threat,asiapacific
1,Microsoft RTF File Heap Overflow Vulnerability,pop3,code-execution,exploit,critical,threat,europe
36,Microsoft RTF File Heap Overflow Vulnerability,smtp,code-execution,exploit,critical,threat,americas
66,Microsoft RTF File Heap Overflow Vulnerability,smtp,code-execution,exploit,critical,threat,asiapacific
9,Microsoft RTF File Heap Overflow Vulnerability,smtp,code-execution,exploit,critical,threat,europe
1,Microsoft RTF File Heap Overflow Vulnerability,smtp,code-execution,exploit,critical,threat,japan
13,Microsoft RTF File Heap Overflow Vulnerability,web-browsing,code-execution,exploit,critical,threat,americas
4,Microsoft RTF File Heap Overflow Vulnerability,web-browsing,code-execution,exploit,critical,threat,asiapacific
1,Microsoft RTF File Heap Overflow Vulnerability,web-browsing,code-execution,exploit,critical,threat,japan
1,Microsoft RTF File Heap Overflow Vulnerability,yahoo-mail,code-execution,exploit,critical,threat,asiapacific
1,Microsoft SharePoint Edit Form Script Injection Vulnerability,sharepoint-documents,code-execution,exploit,high,threat,asiapacific
2,Microsoft SharePoint scriptresx.ashx Cross-site Scripting Vulnerability,http-proxy,code-execution,exploit,high,threat,americas
5,Microsoft SharePoint scriptresx.ashx Cross-site Scripting Vulnerability,http-proxy,code-execution,exploit,high,threat,asiapacific
4,Microsoft SharePoint scriptresx.ashx Cross-site Scripting Vulnerability,http-proxy,code-execution,exploit,high,threat,europe
1,Microsoft SharePoint scriptresx.ashx Cross-site Scripting Vulnerability,silverlight,code-execution,exploit,high,threat,asiapacific
6,Microsoft SharePoint scriptresx.ashx Cross-site Scripting Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
33,Microsoft SharePoint scriptresx.ashx Cross-site Scripting Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
6,Microsoft SharePoint scriptresx.ashx Cross-site Scripting Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
37,Microsoft SMB Client Pool Corruption Vulnerability,ms-ds-smb,code-execution,exploit,critical,threat,asiapacific
1886,Microsoft SMB Client Transaction Response Handling Vulnerability,ms-ds-smb,code-execution,exploit,high,threat,americas
2055,Microsoft SMB Client Transaction Response Handling Vulnerability,ms-ds-smb,code-execution,exploit,high,threat,asiapacific
2246,Microsoft SMB Client Transaction Response Handling Vulnerability,ms-ds-smb,code-execution,exploit,high,threat,europe
378,Microsoft SMB Client Transaction Response Handling Vulnerability,ms-ds-smb,code-execution,exploit,high,threat,japan
10,Microsoft SMB Client Transaction Response Handling Vulnerability,0,code-execution,exploit,high,threat,americas
2,Microsoft SMB Client Transaction Response Handling Vulnerability,0,code-execution,exploit,high,threat,asiapacific
2,Microsoft SMB Client Transaction Response Handling Vulnerability,0,code-execution,exploit,high,threat,japan
35,Microsoft SMB Pathname Overflow Vulnerability,ms-ds-smb,code-execution,exploit,critical,threat,asiapacific
1,Microsoft SMB Pathname Overflow Vulnerability,ms-ds-smb,code-execution,exploit,critical,threat,europe
18,Microsoft SMB Pathname Overflow Vulnerability,ms-ds-smb,code-execution,exploit,critical,threat,japan
174424,Microsoft SMTP Service and Exchange Routing Engine Buffer Overflow Vulnerability,dns,overflow,exploit,critical,threat,americas
17253,Microsoft SMTP Service and Exchange Routing Engine Buffer Overflow Vulnerability,dns,overflow,exploit,critical,threat,asiapacific
48912,Microsoft SMTP Service and Exchange Routing Engine Buffer Overflow Vulnerability,dns,overflow,exploit,critical,threat,europe
2755,Microsoft SMTP Service and Exchange Routing Engine Buffer Overflow Vulnerability,dns,overflow,exploit,critical,threat,japan
112,Microsoft SMTP Service and Exchange Routing Engine Buffer Overflow Vulnerability,0,overflow,exploit,critical,threat,americas
101,Microsoft SMTP Service and Exchange Routing Engine Buffer Overflow Vulnerability,0,overflow,exploit,critical,threat,asiapacific
4,Microsoft SMTP Service and Exchange Routing Engine Buffer Overflow Vulnerability,0,overflow,exploit,critical,threat,europe
18,Microsoft SMTP Service and Exchange Routing Engine Buffer Overflow Vulnerability,0,overflow,exploit,critical,threat,japan
41,Microsoft SQL Server Heap Overflow Vulnerability,mssql-mon,overflow,exploit,critical,threat,asiapacific
1,Microsoft SQL Server SQL Sentence Remote Buffer Overflow Vulnerability,web-browsing,overflow,exploit,critical,threat,asiapacific
1,Microsoft SQL Server sqldmo.dll ActiveX Buffer Overflow Vulnerability,http-proxy,code-execution,exploit,high,threat,americas
14,Microsoft SQL Server sqldmo.dll ActiveX Buffer Overflow Vulnerability,ms-ds-smb,code-execution,exploit,high,threat,americas
42,Microsoft SQL Server sqldmo.dll ActiveX Buffer Overflow Vulnerability,rss,code-execution,exploit,high,threat,americas
5,Microsoft SQL Server sqldmo.dll ActiveX Buffer Overflow Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
5,Microsoft SQL Server sqldmo.dll ActiveX Buffer Overflow Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
2,Microsoft SQL Server sqldmo.dll ActiveX Buffer Overflow Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
4,Microsoft SQL Server sqldmo.dll ActiveX Buffer Overflow Vulnerability,web-crawler,code-execution,exploit,high,threat,asiapacific
57,Microsoft SQL Server sqldmo.dll ActiveX Buffer Overflow Vulnerability,0,code-execution,exploit,high,threat,americas
2517931,Microsoft SQL Server Stack Overflow Vulnerability,mssql-mon,code-execution,exploit,critical,threat,americas
871223,Microsoft SQL Server Stack Overflow Vulnerability,mssql-mon,code-execution,exploit,critical,threat,asiapacific
2983472,Microsoft SQL Server Stack Overflow Vulnerability,mssql-mon,code-execution,exploit,critical,threat,europe
7739,Microsoft SQL Server Stack Overflow Vulnerability,mssql-mon,code-execution,exploit,critical,threat,japan
1437,Microsoft SQL Server Stack Overflow Vulnerability,0,code-execution,exploit,critical,threat,americas
1089,Microsoft SQL Server Stack Overflow Vulnerability,0,code-execution,exploit,critical,threat,asiapacific
329,Microsoft SQL Server Stack Overflow Vulnerability,0,code-execution,exploit,critical,threat,europe
767,Microsoft SQL Server Stack Overflow Vulnerability,0,code-execution,exploit,critical,threat,japan
41,Microsoft SQL Server User Authentication Remote Buffer Overflow Vulnerability,mssql-db,code-execution,exploit,critical,threat,asiapacific
28,Microsoft SRV.SYS MailSlot Memory Corruption,ms-ds-smb,code-execution,exploit,high,threat,americas
14,Microsoft SRV.SYS MailSlot Memory Corruption,ms-ds-smb,code-execution,exploit,high,threat,asiapacific
1,Microsoft Tblinf32 ActiveX Control Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
6,Microsoft Time Remote Code Execution Vulnerability,ms-ds-smb,code-execution,exploit,critical,threat,europe
10,Microsoft Time Remote Code Execution Vulnerability,outlook-web,code-execution,exploit,critical,threat,asiapacific
2,Microsoft True Type Font Rendering Memory Corruption Vulnerability,facebook-posting,code-execution,exploit,critical,threat,asiapacific
1,Microsoft True Type Font Rendering Memory Corruption Vulnerability,ftp,code-execution,exploit,critical,threat,europe
4,Microsoft True Type Font Rendering Memory Corruption Vulnerability,itunes-base,code-execution,exploit,critical,threat,asiapacific
1,Microsoft True Type Font Rendering Memory Corruption Vulnerability,sendspace,code-execution,exploit,critical,threat,americas
5,Microsoft True Type Font Rendering Memory Corruption Vulnerability,web-browsing,code-execution,exploit,critical,threat,americas
2,Microsoft True Type Font Rendering Memory Corruption Vulnerability,web-browsing,code-execution,exploit,critical,threat,asiapacific
1,Microsoft True Type Font Rendering Memory Corruption Vulnerability,web-crawler,code-execution,exploit,critical,threat,americas
1,Microsoft Visio Memory Validation Remote Code Execution Vulnerability,ftp,code-execution,exploit,medium,threat,americas
32,Microsoft Visio Memory Validation Remote Code Execution Vulnerability,ms-ds-smb,code-execution,exploit,medium,threat,americas
2,Microsoft Visio Memory Validation Remote Code Execution Vulnerability,ms-ds-smb,code-execution,exploit,medium,threat,asiapacific
102,Microsoft Visio Memory Validation Remote Code Execution Vulnerability,ms-ds-smb,code-execution,exploit,medium,threat,europe
234,Microsoft Visio Memory Validation Remote Code Execution Vulnerability,ms-ds-smb,code-execution,exploit,medium,threat,japan
1,Microsoft Visio Memory Validation Remote Code Execution Vulnerability,pop3,code-execution,exploit,medium,threat,europe
6,Microsoft Visio Memory Validation Remote Code Execution Vulnerability,smtp,code-execution,exploit,medium,threat,asiapacific
5,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,gmail-base,code-execution,exploit,high,threat,americas
1,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,hotmail,code-execution,exploit,high,threat,asiapacific
2,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,http-proxy,code-execution,exploit,high,threat,americas
22,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,http-proxy,code-execution,exploit,high,threat,asiapacific
19,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,ms-ds-smb,code-execution,exploit,high,threat,americas
14,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,ms-ds-smb,code-execution,exploit,high,threat,asiapacific
1,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,ms-ds-smb,code-execution,exploit,high,threat,europe
6,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,ms-ds-smb,code-execution,exploit,high,threat,japan
2,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,pop3,code-execution,exploit,high,threat,asiapacific
27,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,sharepoint-base,code-execution,exploit,high,threat,americas
26,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,sharepoint-documents,code-execution,exploit,high,threat,americas
4,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,sharepoint-documents,code-execution,exploit,high,threat,europe
5,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,smtp,code-execution,exploit,high,threat,americas
1,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,smtp,code-execution,exploit,high,threat,asiapacific
5,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,smtp,code-execution,exploit,high,threat,europe
16,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
102,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
1,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,web-browsing,code-execution,exploit,high,threat,japan
2,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,web-crawler,code-execution,exploit,high,threat,americas
3,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,web-crawler,code-execution,exploit,high,threat,asiapacific
6,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,webdav,code-execution,exploit,high,threat,europe
1,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,yahoo-mail,code-execution,exploit,high,threat,asiapacific
4,Microsoft Visio Viewer 2010 Memory Corruption Vulnerability,0,code-execution,exploit,high,threat,asiapacific
1,Microsoft Visual FoxPro FPOLE.OCX ActiveX Control Buffer Overflow Vulnerability,web-browsing,overflow,exploit,high,threat,asiapacific
3,Microsoft Visual Studio 2005 WMI Object Broker Remote Code Execution Vulnerability,web-browsing,code-execution,exploit,critical,threat,asiapacific
1,Microsoft Visual Studio MSCHRT20.OCX ActiveX Control Code Execution Vulnerability,web-browsing,code-execution,exploit,critical,threat,asiapacific
1,Microsoft Visual Studio mscomct2.ocx ActiveX Control Code Execution Vulnerability,ms-ds-smb,code-execution,exploit,critical,threat,americas
1,Microsoft Visual Studio MSDATGRD.OCX ActiveX Control Code Execution Vulnerability,web-browsing,code-execution,exploit,critical,threat,asiapacific
2,Microsoft Visual Studio MSFLXGRD.OCX ActiveX Control Code Execution Vulnerability,smtp,code-execution,exploit,critical,threat,asiapacific
1,Microsoft Visual Studio MSFLXGRD.OCX ActiveX Control Code Execution Vulnerability,web-browsing,code-execution,exploit,critical,threat,asiapacific
4,Microsoft Visual Studio MSHFLXGD.OCX ActiveX Control Code Execution Vulnerability,ms-ds-smb,code-execution,exploit,critical,threat,asiapacific
1,Microsoft Visual Studio MSHFLXGD.OCX ActiveX Control Code Execution Vulnerability,web-browsing,code-execution,exploit,critical,threat,asiapacific
60,Microsoft Visual Studio MSHFLXGD.OCX ActiveX Control Code Execution Vulnerability,web-browsing,code-execution,exploit,critical,threat,europe
2,Microsoft Visual Studio WMI Object Broker ActiveX Vulnerability,ms-ds-smb,code-execution,exploit,critical,threat,americas
26,Microsoft Visual Studio WMI Object Broker ActiveX Vulnerability,ms-ds-smb,code-execution,exploit,critical,threat,asiapacific
13,Microsoft Visual Studio WMI Object Broker ActiveX Vulnerability,ms-ds-smb,code-execution,exploit,critical,threat,europe
2,Microsoft Visual Studio WMI Object Broker ActiveX Vulnerability,ms-ds-smb,code-execution,exploit,critical,threat,japan
7,Microsoft Visual Studio WMI Object Broker ActiveX Vulnerability,rss,code-execution,exploit,critical,threat,europe
4,Microsoft Visual Studio WMI Object Broker ActiveX Vulnerability,silverlight,code-execution,exploit,critical,threat,europe
1,Microsoft Visual Studio WMI Object Broker ActiveX Vulnerability,web-browsing,code-execution,exploit,critical,threat,japan
3,Microsoft Visual Studio WMI Object Broker ActiveX Vulnerability,yahoo-im-base,code-execution,exploit,critical,threat,americas
1,Microsoft Win32 API Parameter Validation Code Execution Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
44,Microsoft Windows 2000 Resource Kit W3Who.DLL Multiple Remote Vulnerabilities,web-browsing,code-execution,exploit,critical,threat,asiapacific
35,Microsoft Windows 7 IIS FTPSVC Unauthorized remote DOS Vulnerability,ftp,code-execution,exploit,high,threat,asiapacific
262,Microsoft Windows Active Directory LDAP Request Validation Remote Code Execution Vulnerability,ldap,code-execution,exploit,high,threat,americas
918,Microsoft Windows Active Directory LDAP Request Validation Remote Code Execution Vulnerability,ldap,code-execution,exploit,high,threat,asiapacific
204,Microsoft Windows Active Directory LDAP Request Validation Remote Code Execution Vulnerability,ldap,code-execution,exploit,high,threat,europe
7,Microsoft Windows Active Directory LDAP Request Validation Remote Code Execution Vulnerability,ldap,code-execution,exploit,high,threat,japan
11,Microsoft Windows Active Directory LDAP Request Validation Remote Code Execution Vulnerability,0,code-execution,exploit,high,threat,americas
1,Microsoft Windows Active Directory LDAP Request Validation Remote Code Execution Vulnerability,0,code-execution,exploit,high,threat,japan
263,Microsoft Windows Active Directory RDN Parsing Memory Corruption,ldap,code-execution,exploit,critical,threat,americas
41,Microsoft Windows Active Directory RDN Parsing Memory Corruption,ldap,code-execution,exploit,critical,threat,asiapacific
200,Microsoft Windows Active Directory RDN Parsing Memory Corruption,ldap,code-execution,exploit,critical,threat,europe
1,Microsoft Windows Active Directory RDN Parsing Memory Corruption,ldap,code-execution,exploit,critical,threat,japan
7,Microsoft Windows Active Directory RDN Parsing Memory Corruption,0,code-execution,exploit,critical,threat,americas
1,Microsoft Windows Active Directory RDN Parsing Memory Corruption,0,code-execution,exploit,critical,threat,europe
1299,Microsoft Windows Browser Protocol Election Servername Remote Buffer Overflow Vulnerability,netbios-dg,overflow,exploit,critical,threat,americas
30,Microsoft Windows Browser Protocol Election Servername Remote Buffer Overflow Vulnerability,netbios-dg,overflow,exploit,critical,threat,asiapacific
41,Microsoft Windows Client Service For Netware Remote Code Execution Vulnerability,ms-ds-smb,code-execution,exploit,high,threat,asiapacific
2,Microsoft Windows Client Service For Netware Remote Code Execution Vulnerability,ms-service-controller,code-execution,exploit,high,threat,europe
1,Microsoft Windows Client Service For Netware Remote Code Execution Vulnerability,msrpc,code-execution,exploit,high,threat,europe
1,Microsoft Windows Color Management Module ICC Profile Buffer Overflow Vulnerability,ftp,code-execution,exploit,high,threat,europe
2,Microsoft Windows Color Management Module ICC Profile Buffer Overflow Vulnerability,http-proxy,code-execution,exploit,high,threat,europe
12,Microsoft Windows Color Management Module ICC Profile Buffer Overflow Vulnerability,http-proxy,code-execution,exploit,high,threat,japan
1,Microsoft Windows Color Management Module ICC Profile Buffer Overflow Vulnerability,imap,code-execution,exploit,high,threat,asiapacific
51,Microsoft Windows Color Management Module ICC Profile Buffer Overflow Vulnerability,pop3,code-execution,exploit,high,threat,americas
1,Microsoft Windows Color Management Module ICC Profile Buffer Overflow Vulnerability,pop3,code-execution,exploit,high,threat,asiapacific
13,Microsoft Windows Color Management Module ICC Profile Buffer Overflow Vulnerability,pop3,code-execution,exploit,high,threat,europe
2,Microsoft Windows Color Management Module ICC Profile Buffer Overflow Vulnerability,sharepoint-base,code-execution,exploit,high,threat,asiapacific
57,Microsoft Windows Color Management Module ICC Profile Buffer Overflow Vulnerability,smtp,code-execution,exploit,high,threat,americas
1,Microsoft Windows Color Management Module ICC Profile Buffer Overflow Vulnerability,smtp,code-execution,exploit,high,threat,asiapacific
1,Microsoft Windows Color Management Module ICC Profile Buffer Overflow Vulnerability,twitter-base,code-execution,exploit,high,threat,europe
4,Microsoft Windows Color Management Module ICC Profile Buffer Overflow Vulnerability,web-browsing,code-execution,exploit,high,threat,americas
8,Microsoft Windows Color Management Module ICC Profile Buffer Overflow Vulnerability,web-browsing,code-execution,exploit,high,threat,asiapacific
16,Microsoft Windows Color Management Module ICC Profile Buffer Overflow Vulnerability,web-browsing,code-execution,exploit,high,threat,europe
1,Microsoft Windows Color Management Module ICC Profile Buffer Overflow Vulnerability,web-browsing,code-execution,exploit,high,threat,japan
2,Microsoft Windows Color Management Module ICC Profile Buffer Overflow Vulnerability,0,code-execution,exploit,high,threat,asiapacific
83,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,ftp,code-execution,exploit,critical,threat,americas
116,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,ftp,code-execution,exploit,critical,threat,asiapacific
28,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,ftp,code-execution,exploit,critical,threat,europe
65,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,http-proxy,code-execution,exploit,critical,threat,japan
288,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,ibm-bigfix,code-execution,exploit,critical,threat,americas
6,Microsoft Windows Cumulative Security Update of ActiveX Kill Bits,ibm-bigfix,code-execution,exploit,critical,threat,europe
